round,loss,accuracy
0,1.3950495368242264,0.01
1,1.3409811818599702,0.46484375
2,1.1485043540596962,0.49734375
3,0.9350117745995522,0.54453125
4,0.8705882408097386,0.56796875
5,0.819102652091533,0.60125
6,0.7555306811258197,0.63515625
7,0.7005790227791294,0.66765625
8,0.6579773272341117,0.68515625
9,0.5923357049908372,0.7278125
10,0.5607676801976049,0.75046875
11,0.50599604033574,0.78171875
12,0.47217445223141113,0.8059375
13,0.42844822698403734,0.828125
14,0.3899140424450161,0.8453125
15,0.37323440378904704,0.85390625
16,0.3503126297225754,0.86515625
17,0.3373446437822986,0.871875
18,0.30256976547824704,0.88703125
19,0.2893335802394085,0.889375
20,0.28157262412997625,0.89453125
21,0.26067140097913577,0.90046875
22,0.2384470463865091,0.91
23,0.24035667454246779,0.91203125
24,0.2344839192564882,0.91375
25,0.2225727711733316,0.9184375
26,0.2090424536420619,0.9228125
27,0.20092741341703685,0.92703125
28,0.2013560077082991,0.9271875
29,0.1962255270722494,0.929375
30,0.18587740370084588,0.9353125
