round,loss,accuracy
0,1.3950495368242264,0.01
1,1.3422439867258071,0.50515625
2,1.132634922862053,0.54140625
3,0.9640672343969345,0.563125
4,0.8958183653652668,0.568125
5,0.8431139772757887,0.59453125
6,0.7972923411428928,0.61609375
7,0.7732239494845271,0.63890625
8,0.7443146149534732,0.649375
9,0.7085531744314357,0.66640625
10,0.6697980212979019,0.69671875
11,0.6441855216783006,0.71296875
12,0.5752173205645522,0.74859375
13,0.5926704521046485,0.77859375
14,0.5352183032943867,0.79203125
15,0.5143332900805399,0.8146875
16,0.4538666982862196,0.826875
17,0.4816126441677625,0.8334375
18,0.47125165594625285,0.83359375
19,0.40487384763495354,0.86046875
20,0.4475155463325791,0.843125
21,0.3982372577692149,0.87265625
22,0.35316268908874915,0.8784375
23,0.41011368873121684,0.8859375
24,0.31899024832024225,0.88671875
25,0.3594908138903702,0.87484375
26,0.33987822536128076,0.88984375
27,0.3352596289604844,0.89390625
28,0.28541329651781777,0.90578125
29,0.3323106513719176,0.89953125
30,0.23572269030953522,0.91515625
