round,loss,accuracy
0,1.3884713441133498,0.01
1,1.3634757834672928,0.50015625
2,1.285142918229103,0.5075
3,1.2200653183460235,0.51921875
4,1.193685055077076,0.5225
5,1.204878804385662,0.51046875
6,1.2400429153442383,0.4690625
7,1.1577292695641517,0.56546875
8,1.150387262403965,0.56171875
9,1.149937476813793,0.56453125
10,1.1346495020389558,0.58953125
11,1.1303372064232826,0.598125
12,1.1248438727855683,0.6065625
13,1.1237459662556648,0.61265625
14,1.1062643930315972,0.6271875
15,1.096867361664772,0.6425
16,1.0955689099431039,0.64375
17,1.073024501502514,0.6703125
18,1.0921223318576814,0.64296875
19,1.0527959832549094,0.6825
20,1.0540965589880944,0.68703125
21,1.029379480779171,0.7134375
22,1.0477380016446114,0.68796875
23,1.0339592051506044,0.71328125
24,1.0321407791972161,0.71046875
25,1.0300853687524796,0.7059375
26,1.0185526666045188,0.72125
27,1.0007871821522714,0.74359375
28,0.9843762630224228,0.765
29,0.9894124203920365,0.75640625
30,0.9657469633221626,0.776875
