round,loss,accuracy
0,1.3884713441133498,0.01
1,1.362714062333107,0.5025
2,1.3286474376916886,0.42765625
3,1.2891083747148513,0.47484375
4,1.2747911688685418,0.42625
5,1.2274198579788207,0.498125
6,1.229054094851017,0.49265625
7,1.1836520093679428,0.53921875
8,1.146305155158043,0.57984375
9,1.1238070189952851,0.605
10,1.1198746892809868,0.61609375
11,1.1036211743950843,0.63875
12,1.1024652031064033,0.63609375
13,1.0911563763022423,0.64296875
14,1.0743122309446336,0.66125
15,1.060305074453354,0.6790625
16,1.0524115121364594,0.685625
17,1.0360128661990167,0.70421875
18,1.030913375914097,0.7065625
19,1.0169508397579192,0.7228125
20,1.01186914563179,0.72921875
21,0.9961194962263107,0.74453125
22,0.9922218722105026,0.753125
23,0.9789861637353897,0.76359375
24,0.9765721169114113,0.76859375
25,0.968067173063755,0.77671875
26,0.9641463181376457,0.77875
27,0.9664607593417167,0.77859375
28,0.9597221598029136,0.784375
29,0.9504133304953575,0.7925
30,0.9466817936301232,0.7953125
