round,loss,accuracy
0,1.3884713441133498,0.01
1,1.348915308713913,0.5
2,1.2899390816688538,0.5
3,1.2684206050634383,0.5228125
4,1.236932199895382,0.5128125
5,1.2220901942253113,0.5
6,1.2345461851358415,0.50703125
7,1.2429442971944809,0.51203125
8,1.2124174264073373,0.51796875
9,1.2009135246276856,0.5
10,1.1984018552303315,0.5009375
11,1.2039266583323478,0.4990625
12,1.2485764032602311,0.465625
13,1.1798332157731055,0.53890625
14,1.212345977127552,0.50109375
15,1.2184575986862183,0.50296875
16,1.1935284587740898,0.51171875
17,1.2157769870758057,0.504375
18,1.1945387649536132,0.50875
19,1.1764415454864503,0.52515625
20,1.165532105267048,0.5465625
21,1.1504578047990799,0.5696875
22,1.1739111736416816,0.5484375
23,1.1434841191768645,0.5790625
24,1.1563924539089203,0.56421875
25,1.2239261123538017,0.4975
26,1.1643765518069267,0.565
27,1.204266804754734,0.5215625
28,1.169049393236637,0.55421875
29,1.1837130570411682,0.5353125
30,1.1532103058695793,0.56984375
