round,loss,accuracy
0,1.3884713441133498,0.01
1,1.286439885497093,0.5
2,1.5253285679221154,0.14
3,1.2516895669698715,0.500625
4,1.333008281290531,0.3825
5,1.341064756512642,0.36734375
6,1.2452913236618042,0.48078125
7,1.2379791361093522,0.48328125
8,1.2855579167604447,0.45484375
9,1.326512171626091,0.3471875
10,1.2164569744467735,0.4959375
11,1.1769589906930924,0.565
12,1.320204722583294,0.39375
13,1.1487748846411705,0.578125
14,1.1691010078787805,0.5675
15,1.167444758415222,0.55796875
16,1.1958679962158203,0.526875
17,1.1602398097515105,0.56125
18,1.1914708283543587,0.52796875
19,1.1585799142718316,0.57734375
20,1.11955818682909,0.61703125
21,1.108568618297577,0.62859375
22,1.1185270965099334,0.6221875
23,1.1095959359407426,0.6359375
24,1.1219575506448747,0.61015625
25,1.0693517816066742,0.6690625
26,1.1408622777462005,0.58953125
27,1.1199350130558015,0.61046875
28,1.0455685794353484,0.69265625
29,1.1050674632191657,0.62984375
30,1.040879048705101,0.69359375
