round,loss,accuracy
0,1.3884713441133498,0.01
1,1.3680785274505616,0.175
2,1.2928867864608764,0.4734375
3,1.2094300627708434,0.51265625
4,1.3330889827013015,0.355
5,1.2614255404472352,0.4503125
6,1.2970457792282104,0.39375
7,1.2098466032743453,0.51078125
8,1.186751487851143,0.5203125
9,1.1723699241876602,0.53
10,1.1618377977609635,0.555625
11,1.1594016122817994,0.5596875
12,1.1473083156347275,0.578125
13,1.1595273646712303,0.575
14,1.181685728430748,0.534375
15,1.1218917366862298,0.61203125
16,1.1225708973407746,0.60171875
17,1.179837152659893,0.5403125
18,1.1101700037717819,0.625
19,1.1029305225610733,0.63625
20,1.0926648744940757,0.64375
21,1.0616239324212073,0.67765625
22,1.157694951593876,0.55703125
23,1.055631151497364,0.6784375
24,1.0666525277495384,0.6578125
25,1.095811103582382,0.63703125
26,1.03845419049263,0.69859375
27,1.1098041853308678,0.6090625
28,1.1184638640284539,0.60359375
29,1.0229644748568534,0.71515625
30,1.0182378906011582,0.7209375
