round,loss,accuracy
0,1.3884713441133498,0.01
1,1.2376709118485452,0.5
2,1.5557198601961135,0.14
3,1.5729677087068559,0.14
4,1.3490707376599311,0.33609375
5,1.2344846785068513,0.49953125
6,1.6007645896077156,0.14
7,1.220985441505909,0.504375
8,1.3922738879919052,0.328125
9,1.2224673110246658,0.5034375
10,1.2660817137360574,0.46703125
11,1.3065007174015044,0.42140625
12,1.268406883776188,0.468125
13,1.3913328832387923,0.331875
14,1.217602242231369,0.52296875
15,1.209386003613472,0.51671875
16,1.5479935297369958,0.14875
17,1.2148162299394607,0.5203125
18,1.1952812325954438,0.54
19,1.3712657517194748,0.14984375
20,1.3586382937431336,0.36359375
21,1.2108673450350762,0.52359375
22,1.3350670617818832,0.4171875
23,1.318427110016346,0.43671875
24,1.1649932643771173,0.57515625
25,1.2037867775559425,0.5728125
26,1.1689272731542588,0.56125
27,1.168138903081417,0.600625
28,1.163499843478203,0.588125
29,1.3376461926102639,0.38359375
30,1.2823851329088212,0.443125
