round,loss,accuracy
0,1.3884713441133498,0.01
1,1.362714062333107,0.5025
2,1.298925507068634,0.48546875
3,1.2719946032762528,0.48515625
4,1.2516067078709603,0.4553125
5,1.2328368228673936,0.49171875
6,1.2351511818170549,0.47203125
7,1.1755965048074721,0.53984375
8,1.142101531624794,0.5775
9,1.1250056758522988,0.5990625
10,1.1207462257146836,0.613125
11,1.1109904155135155,0.6278125
12,1.1123178532719613,0.62375
13,1.1038102841377258,0.63421875
14,1.074065831899643,0.65421875
15,1.0600353211164475,0.67484375
16,1.0601308313012123,0.67328125
17,1.0384080660343171,0.7071875
18,1.0446487647294997,0.69296875
19,1.0401031896471977,0.69609375
20,1.021570983529091,0.71578125
21,1.012357600927353,0.72890625
22,1.0083428198099136,0.73328125
23,1.003803194463253,0.73890625
24,0.9904523348808288,0.7528125
25,0.974901739358902,0.7715625
26,0.9816711658239364,0.7640625
27,0.965208471417427,0.77671875
28,0.9695054852962494,0.77625
29,0.9809747037291526,0.7603125
30,0.9568831777572632,0.78765625
