round,loss,accuracy
0,1.3884713441133498,0.01
1,1.2666416051983833,0.5
2,1.5423405256867408,0.14
3,1.339474937915802,0.35
4,1.365257162451744,0.193125
5,1.3267205807566642,0.37734375
6,1.2184027478098869,0.52296875
7,1.221643882393837,0.5434375
8,1.2847690385580064,0.3571875
9,1.3246859243512155,0.3590625
10,1.192102175951004,0.519375
11,1.1838085946440697,0.55609375
12,1.2983211749792098,0.4621875
13,1.1857694330811501,0.57546875
14,1.1792476797103881,0.58140625
15,1.2109006932377815,0.54515625
16,1.2107705402374267,0.523125
17,1.161090404689312,0.54078125
18,1.1982647562026978,0.51328125
19,1.232225605547428,0.45046875
20,1.1480177575349808,0.566875
21,1.1479675620794296,0.5934375
22,1.170694060921669,0.596875
23,1.158001437485218,0.58984375
24,1.1214660400152205,0.616875
25,1.1079005733132363,0.6553125
26,1.194504998922348,0.53515625
27,1.284890663921833,0.41875
28,1.1021107515692712,0.64921875
29,1.2090960237383843,0.51109375
30,1.07730717420578,0.668125
