round,loss,accuracy
0,1.3884713441133498,0.01
1,1.2714711448550224,0.5
2,1.321825634241104,0.35
3,1.235400217473507,0.505625
4,1.3521442875266074,0.29765625
5,1.2098137509822846,0.51875
6,1.2932223683595658,0.42984375
7,1.311171552836895,0.39984375
8,1.3036933434009552,0.351875
9,1.3143906956911087,0.34953125
10,1.1509468415379525,0.5721875
11,1.1532873421907426,0.58640625
12,1.2754196360707284,0.39640625
13,1.158542086482048,0.585
14,1.171607962846756,0.54921875
15,1.125859325826168,0.615
16,1.1760086888074874,0.5684375
17,1.1181416612863542,0.6125
18,1.1048275965452194,0.638125
19,1.1249110224843024,0.6096875
20,1.0905056542158127,0.650625
21,1.0937315264344216,0.64546875
22,1.0880532959103584,0.65390625
23,1.0597286435961724,0.6784375
24,1.0993960538506509,0.62875
25,1.0415873923897743,0.701875
26,1.046815218925476,0.69515625
27,1.037989892065525,0.69609375
28,1.0209694385528565,0.729375
29,1.029451354444027,0.7225
30,0.9982195863127709,0.74390625
