round,loss,accuracy
0,1.3884713441133498,0.01
1,1.3665646040439605,0.50671875
2,1.2860162109136581,0.5090625
3,1.242894879579544,0.51515625
4,1.2025341820716857,0.525625
5,1.1794183814525605,0.54984375
6,1.1729691225290297,0.5403125
7,1.1535910171270372,0.5696875
8,1.1497560349106788,0.5696875
9,1.1417303600907325,0.58046875
10,1.128893076777458,0.60109375
11,1.1257203447818755,0.60453125
12,1.1165677398443221,0.61484375
13,1.1143973773717881,0.61859375
14,1.105097154378891,0.63453125
15,1.093013470172882,0.646875
16,1.0852331179380417,0.6471875
17,1.0748021593689918,0.6684375
18,1.0787301123142243,0.66296875
19,1.0647681149840356,0.67640625
20,1.0457688203454019,0.69859375
21,1.0475518238544463,0.69359375
22,1.0403048449754715,0.695625
23,1.0507190904021264,0.6940625
24,1.018850021660328,0.72609375
25,1.028708920478821,0.71484375
26,1.0085590499639512,0.7365625
27,1.0237845674157142,0.7128125
28,0.9994592469930649,0.74234375
29,0.9806690940260887,0.77078125
30,0.9756157633662224,0.77046875
