round,loss,accuracy
0,1.3902965606759288,0.2288329519450801
1,1.2803734181538327,0.391304347826087
2,1.4850830729911566,0.5202135774218154
3,1.4651948234185712,0.6971777269260107
4,1.424536973827616,0.6826849733028223
5,1.2372720412182545,0.7147215865751335
6,1.0386644288084828,0.7292143401983219
7,0.9427806621262538,0.7315026697177727
8,1.0664673846121415,0.7566742944317315
9,0.9591686874221368,0.7581998474446987
10,0.8067547828527374,0.7627765064836003
11,0.9176633658910897,0.7871853546910755
12,0.9151934251746179,0.7833714721586575
13,0.7818355300697455,0.7932875667429443
14,1.2854379894417725,0.7902364607170099
15,1.1207962139338414,0.8054919908466819
16,1.0209346250051947,0.8085430968726163
17,1.0835159436766197,0.813119755911518
18,1.068531648432772,0.8070175438596491
19,1.1650522984706382,0.813119755911518
20,1.269766682571384,0.8115942028985508
21,1.013879392347224,0.8138825324180016
22,0.8271953409451005,0.8268497330282227
23,1.089658328602666,0.8268497330282227
24,0.8873106551397106,0.8268497330282227
25,0.7430675081016451,0.8283752860411899
26,1.0431840988486993,0.8276125095347063
27,0.8427347937892926,0.8337147215865751
28,0.7271246450642744,0.8398169336384439
29,0.7101317101565255,0.8413424866514111
30,0.9708876172950865,0.8390541571319603
