round,loss,accuracy
0,1.3884713441133498,0.01
1,1.4081882750988006,0.14
2,1.387333436012268,0.35
3,1.3385658740997315,0.20125
4,1.3547792819142341,0.35
5,1.2162596541643143,0.50421875
6,1.1693752267956734,0.57703125
7,1.3223992213606834,0.36234375
8,1.1512402081489563,0.6128125
9,1.1162973856925964,0.626875
10,1.1012581834197044,0.62859375
11,1.099547828435898,0.636875
12,1.1361379772424698,0.59875
13,1.0670628914237021,0.68296875
14,1.0523628717660904,0.6915625
15,1.0923730680346488,0.62859375
16,1.033762372136116,0.7153125
17,1.0514006194472314,0.6875
18,1.0161407390236854,0.730625
19,1.0628316047787667,0.6625
20,1.0611093509197236,0.67453125
21,1.149982235133648,0.585625
22,1.2173639184236527,0.52265625
23,1.175769604742527,0.55390625
24,1.1147033002972604,0.621875
25,1.063655587732792,0.67078125
26,1.0925960209965706,0.63609375
27,1.017706470489502,0.72515625
28,1.0176642274856567,0.71609375
29,1.0320359674096107,0.698125
30,1.0893583258986472,0.64609375
