round,loss,accuracy
0,1.3884713441133498,0.01
1,1.4028999191522598,0.35
2,1.243459238409996,0.5
3,1.2435600519180299,0.5
4,1.432484751343727,0.14
5,1.3935982409119605,0.35
6,1.6032696232199668,0.14
7,1.3936478996276855,0.35
8,1.499252009987831,0.14390625
9,1.3916044896841049,0.35015625
10,1.542104651927948,0.14
11,1.4205841463804245,0.1678125
12,1.3241748583316804,0.380625
13,1.3922122985124588,0.35
14,1.3103536555171014,0.355
15,1.4729519027471543,0.183125
16,1.4388020575046538,0.22859375
17,1.3749339386820794,0.35046875
18,1.2444870445132254,0.4834375
19,1.3602813681960106,0.32140625
20,1.5410332334041597,0.163125
21,1.2837001875042915,0.42078125
22,1.3325814712047577,0.3809375
23,1.1775595185160637,0.54671875
24,1.3248085922002792,0.40453125
25,1.3863901814818382,0.35546875
26,1.15021250218153,0.5875
27,1.3369856566190719,0.39515625
28,1.3016312396526337,0.40671875
29,1.1865899398922921,0.5453125
30,1.209832330942154,0.523125
