round,loss,accuracy
0,1.3884713441133498,0.01
1,1.3472409600019455,0.56578125
2,1.386589881181717,0.2671875
3,1.3251731812953949,0.4146875
4,1.210963888168335,0.5046875
5,1.21069149941206,0.50578125
6,1.2172351908683776,0.50671875
7,1.1732916498184205,0.53703125
8,1.1631676986813546,0.53484375
9,1.1635910269618035,0.543125
10,1.1534579452872276,0.56015625
11,1.189899078309536,0.52171875
12,1.1792042607069015,0.53984375
13,1.1276135075092315,0.60109375
14,1.1246541675925255,0.60046875
15,1.1184683001041413,0.61375
16,1.1358812847733497,0.5965625
17,1.130155199766159,0.595625
18,1.155272207558155,0.57546875
19,1.1536958974599838,0.57046875
20,1.1157134699821472,0.6209375
21,1.0898823449015618,0.649375
22,1.1186128091812133,0.60703125
23,1.1196111503243447,0.611875
24,1.0525259095430375,0.6875
25,1.0568694213032723,0.67890625
26,1.0480223229527474,0.69421875
27,1.0808059856295587,0.6465625
28,1.0407588878273963,0.698125
29,1.043537439405918,0.69328125
30,1.0180045849084853,0.7215625
