round,loss,accuracy
0,1.3884713441133498,0.01
1,1.5842798200249673,0.14
2,1.2417347994446755,0.5
3,1.2436206442117692,0.5
4,1.5012364012002946,0.14
5,1.393588779270649,0.35
6,1.5969411876797677,0.14
7,1.3934211432933807,0.35
8,1.5065804636478424,0.14
9,1.3345495480298997,0.2859375
10,1.6036531978845596,0.14
11,1.4207891800999641,0.2390625
12,1.3676092740893364,0.2503125
13,1.3895187944173812,0.35
14,1.2232681196928024,0.5190625
15,1.602462119758129,0.14
16,1.5108669576048852,0.18734375
17,1.367327239215374,0.369375
18,1.2786723300814629,0.3871875
19,1.3720768755674362,0.306875
20,1.5435412123799324,0.175
21,1.3007867422699928,0.3996875
22,1.3172226187586784,0.4059375
23,1.1784529146552085,0.5325
24,1.2905432179570198,0.4265625
25,1.3149296817183496,0.40859375
26,1.1518422558903694,0.580625
27,1.5696564817428589,0.16203125
28,1.1517132791876792,0.5865625
29,1.138357479274273,0.595625
30,1.1661197739839553,0.5665625
