round,loss,accuracy
0,1.3884713441133498,0.01
1,1.4028999191522598,0.35
2,1.243459238409996,0.5
3,1.2432387402653695,0.5
4,1.2994204449653626,0.3484375
5,1.3933372721076012,0.35
6,1.6026293098926545,0.14
7,1.3934635069966317,0.35
8,1.5761590531468392,0.06640625
9,1.3754569578170777,0.335
10,1.6022855922579766,0.14
11,1.2265176704525949,0.500625
12,1.229480257332325,0.5046875
13,1.3788291874527931,0.355
14,1.25569489300251,0.423125
15,1.4549903562664985,0.20640625
16,1.4863786068558693,0.20421875
17,1.3569536310434342,0.3825
18,1.2861524936556816,0.41578125
19,1.382223633825779,0.290625
20,1.5837979617714881,0.15
21,1.3416926047205926,0.38984375
22,1.3603500479459762,0.36703125
23,1.179318899512291,0.546875
24,1.3224283599853515,0.4171875
25,1.3252818492054939,0.409375
26,1.176263117790222,0.55640625
27,1.2173626792430878,0.5275
28,1.2366936373710633,0.48046875
29,1.1511249819397926,0.5746875
30,1.198852110505104,0.52625
