round,loss,accuracy
0,1.3884713441133498,0.01
1,1.3542645341157913,0.3665625
2,1.3374742662906647,0.403125
3,1.3185666596889496,0.42265625
4,1.2034855690598487,0.50765625
5,1.214654362797737,0.501875
6,1.2201987811923027,0.5071875
7,1.2148144006729127,0.50234375
8,1.2466567242145539,0.4478125
9,1.2085577487945556,0.5
10,1.21269543915987,0.50140625
11,1.244709081351757,0.4634375
12,1.2212316143512725,0.4825
13,1.1666425094008446,0.56453125
14,1.2162828889489175,0.50421875
15,1.2175636136531829,0.505625
16,1.2255278944969177,0.48328125
17,1.2036992478370667,0.5215625
18,1.1916433370113373,0.52390625
19,1.2639601746201514,0.43546875
20,1.1993355950713158,0.515
21,1.1512272727489472,0.5765625
22,1.1433044910430907,0.5853125
23,1.1925506228208542,0.53328125
24,1.1453895893692971,0.584375
25,1.1898821803927422,0.5228125
26,1.1350405570864677,0.59953125
27,1.1942051973938943,0.524375
28,1.1315888246893884,0.60046875
29,1.188396191596985,0.534375
30,1.145554494857788,0.58484375
