round,loss,accuracy
0,1.3884713441133498,0.01
1,1.3495773857831954,0.50375
2,1.3217506861686708,0.50625
3,1.2840353596210479,0.50625
4,1.257386081814766,0.51296875
5,1.26650630235672,0.5
6,1.2536653155088424,0.5003125
7,1.24044857442379,0.50015625
8,1.2331208765506745,0.50375
9,1.2072135695815087,0.5
10,1.2102372577786447,0.5
11,1.2829614132642746,0.42515625
12,1.2270498499274254,0.48546875
13,1.180815280675888,0.52859375
14,1.222246309518814,0.50125
15,1.2225951766967773,0.5046875
16,1.2072114500403404,0.49703125
17,1.2100217473506927,0.51125
18,1.2089373123645784,0.50234375
19,1.2576894202828408,0.44671875
20,1.2201905059814453,0.4934375
21,1.162460444867611,0.56390625
22,1.1558029153943061,0.5665625
23,1.2117136704921723,0.50734375
24,1.1468326538801192,0.57828125
25,1.1926938265562057,0.52234375
26,1.1719469606876374,0.5396875
27,1.2029111975431441,0.51921875
28,1.160897133052349,0.55234375
29,1.2214644438028335,0.51265625
30,1.1512570863962173,0.5784375
