round,loss,accuracy
0,1.3884713441133498,0.01
1,1.3932188203930855,0.35
2,1.2435592749714852,0.5
3,1.2436679798364638,0.5
4,1.5460628932714462,0.14
5,1.3745830410718918,0.35
6,1.426563486456871,0.14
7,1.3937859839200974,0.35
8,1.4828654259443284,0.14
9,1.4090045768022537,0.35
10,1.5914572903513908,0.14
11,1.602034217119217,0.01
12,1.3954001730680465,0.35515625
13,1.3708819180727005,0.3571875
14,1.35430455327034,0.35
15,1.4846573719382286,0.14
16,1.566702134311199,0.14484375
17,1.379153596162796,0.35
18,1.5118752101063728,0.14
19,1.5297184720635415,0.14796875
20,1.5826585227251053,0.14984375
21,1.3569005528092384,0.355625
22,1.3542109152674675,0.3684375
23,1.2204094058275223,0.51078125
24,1.3857573360204696,0.3509375
25,1.3936628532409667,0.35
26,1.3933844748139381,0.35
27,1.3917146989703177,0.35
28,1.379857918024063,0.3525
29,1.4075589203834533,0.27484375
30,1.4114306741952896,0.26
