round,loss,accuracy
0,1.3884713441133498,0.01
1,1.45230823636055,0.14
2,1.3009065091609955,0.51609375
3,1.5247296074032783,0.14
4,1.557269534766674,0.14
5,1.2364731961488724,0.458125
6,1.27771175801754,0.44515625
7,1.1920773750543594,0.55515625
8,1.3106010189652444,0.40953125
9,1.173825252354145,0.54046875
10,1.4489093229174614,0.25609375
11,1.178860546350479,0.55703125
12,1.1917152497172356,0.53859375
13,1.0846926176548004,0.6490625
14,1.0997075036168098,0.6290625
15,1.2321438533067703,0.49390625
16,1.23885533452034,0.48125
17,1.0811482468247413,0.6559375
18,1.1226303711533547,0.60109375
19,1.0944210150837899,0.64078125
20,1.135818950533867,0.5959375
21,1.0696261730790138,0.66625
22,1.0881277334690094,0.6459375
23,1.0759539380669594,0.6596875
24,1.0211802569031716,0.71828125
25,1.0382182008028031,0.6984375
26,1.103656091094017,0.625
27,1.0566023144125938,0.68203125
28,0.9926460361480713,0.74765625
29,1.1268950685858727,0.61125
30,1.0000349083542823,0.73921875
