round,loss,accuracy
0,1.3871505033142415,0.2288329519450801
1,1.3395110624242066,0.37757437070938216
2,1.3910455390935996,0.2585812356979405
3,1.3815869812197943,0.2410373760488177
4,1.3725347016987048,0.28909229595728453
5,1.3395996792092748,0.38749046529366893
6,1.3403784041182856,0.39435545385202136
7,1.3722625153379346,0.3096872616323417
8,1.3072872540134224,0.41952707856598015
9,1.1423549899429333,0.589626239511823
10,1.1949268067546877,0.5415713196033562
11,1.1170760677753742,0.6270022883295194
12,1.056421554879684,0.6773455377574371
13,1.0497700191471615,0.6887871853546911
14,1.0497700206020422,0.6887871853546911
15,1.0417626975239187,0.6941266209000763
16,1.053755519410111,0.6849733028222731
17,1.0498667352532358,0.6864988558352403
18,1.053967411148921,0.6842105263157895
19,1.0473878949221358,0.6842105263157895
20,1.0540009650631228,0.6826849733028223
21,1.0563252126779563,0.6796338672768879
22,1.0416152220841677,0.6941266209000763
23,1.0408695258774165,0.6964149504195271
24,1.042909530534897,0.6979405034324943
25,1.0429095494483465,0.6979405034324943
26,1.056279882959152,0.6857360793287567
27,1.0995467161968588,0.6399694889397407
28,1.0552823963645395,0.6819221967963387
29,1.0235515539196953,0.7170099160945843
30,1.0146545727320249,0.7269260106788711
