round,loss,accuracy
0,1.3902965606759288,0.2288329519450801
1,1.3490770923372992,0.2334096109839817
2,1.1431019908139761,0.4935163996948894
3,1.3244499560078986,0.36308161708619374
4,1.368237803129637,0.43249427917620137
5,1.1054684648433775,0.4630053394355454
6,1.005103217882568,0.6231884057971014
7,1.4182801766762927,0.3516399694889397
8,1.2872396595690834,0.38215102974828374
9,1.6855654763775323,0.3318077803203661
10,1.5079005864810435,0.34782608695652173
11,1.3969209097797501,0.4820747520976354
12,1.2743989491990102,0.559115179252479
13,1.4362964386434431,0.6193745232646835
14,0.9674538911343712,0.635392829900839
15,1.133623348720923,0.627765064836003
16,1.613764769061661,0.35774218154080856
17,1.1523643931207723,0.6041189931350115
18,1.4170895934923289,0.6475972540045767
19,1.415730879608681,0.6720061022120518
20,1.279580909545689,0.6567505720823799
21,1.7109925344324948,0.6102212051868803
22,1.2112183483796297,0.6575133485888635
23,1.1240650808238328,0.6460717009916095
24,1.3303753719995441,0.662090007627765
25,1.4693086852925503,0.43401983218916856
26,1.7627079508215484,0.486651411136537
27,0.9943595877887637,0.7032799389778794
28,1.3843725163867509,0.7009916094584286
29,1.1879114353593119,0.6689549961861174
30,0.9965249227259015,0.658276125095347
