round,loss,accuracy
0,1.3871505033142415,0.2288329519450801
1,1.2515410242146159,0.505720823798627
2,1.112102274309125,0.6338672768878718
3,1.2895874224211041,0.4477498093058734
4,1.1869628216636536,0.532418001525553
5,1.0791737202194063,0.6605644546147978
6,1.0868941888292722,0.6536994660564455
7,1.0871430461775884,0.6521739130434783
8,1.0518089442831429,0.6887871853546911
9,1.0577183177141993,0.6773455377574371
10,1.068187111302426,0.6750572082379863
11,1.0711204898348299,0.6636155606407322
12,1.033335190343093,0.7063310450038138
13,1.0496256847948995,0.6910755148741419
14,1.061504198157269,0.6735316552250191
15,1.0390114380511322,0.7009916094584286
16,1.0860083570560366,0.6437833714721587
17,1.0384617521051775,0.6994660564454614
18,1.0326563779131135,0.7070938215102975
19,1.0218911000010986,0.7177726926010679
20,1.020320575169986,0.7162471395881007
21,1.01820893509528,0.7231121281464531
22,1.0134726843699347,0.7223493516399695
23,1.0865145726207555,0.6521739130434783
24,1.0161130266458729,0.7246376811594203
25,1.0338509659290678,0.7025171624713958
26,1.026788740645466,0.7131960335621663
27,0.9954136223578435,0.7482837528604119
28,1.0190028926055001,0.7185354691075515
29,1.0049570885257444,0.7353165522501907
30,0.9992983837695089,0.7421815408085431
