round,loss,accuracy
0,1.3871505033142415,0.2288329519450801
1,1.300312574722674,0.30816170861937453
2,1.1623100350595994,0.5774218154080855
3,1.4254709690422798,0.30892448512585813
4,1.0731587035341357,0.6590389016018307
5,1.062862781783627,0.6727688787185355
6,1.0423549867421957,0.6918382913806255
7,1.031456562510708,0.7070938215102975
8,1.0297758668365595,0.7078565980167811
9,1.0493049927106983,0.6903127383676583
10,1.0342150207333307,0.704042715484363
11,1.021522411401721,0.7208237986270023
12,1.001523152459768,0.7391304347826086
13,1.0222617410504118,0.7170099160945843
14,1.00919975350596,0.7353165522501907
15,1.0016026646012481,0.7376048817696415
16,0.9984334600871979,0.7406559877955758
17,0.9948822635444041,0.7444698703279939
18,0.9905635243058659,0.7490465293668955
19,0.9851491420347213,0.7566742944317315
20,0.9974630546424336,0.7452326468344775
21,0.9862210937895728,0.7536231884057971
22,0.9727983074639246,0.7734553775743707
23,0.9891373905673635,0.7513348588863463
24,0.9800203193879873,0.7620137299771167
25,0.9781634740298436,0.7643020594965675
26,0.9775007584002252,0.7635392829900839
27,0.9683307761185774,0.7772692601067888
28,0.9693188787325023,0.7742181540808543
29,0.9767775561043909,0.7643020594965675
30,0.9737520661634129,0.7696414950419527
