round,loss,accuracy
0,1.3884713441133498,0.01
1,1.441136046051979,0.14
2,1.381529261469841,0.14
3,1.40338862657547,0.14
4,1.384360447525978,0.17203125
5,1.2412018024921416,0.56859375
6,1.3220185986161233,0.37015625
7,1.2275932452082634,0.51125
8,1.2070267933607102,0.54609375
9,1.1578748789429665,0.558125
10,1.146601645052433,0.63625
11,1.1273904940485955,0.64375
12,1.097473886013031,0.64
13,1.1083597964048386,0.64671875
14,1.098875415623188,0.6496875
15,1.0481602239608765,0.700625
16,1.0981800398230552,0.63890625
17,1.039564187526703,0.71046875
18,1.0781699487566947,0.66
19,1.0886796844005584,0.64140625
20,1.0702819669246673,0.665
21,1.0847797408699988,0.65703125
22,1.035263742208481,0.70859375
23,1.067704588472843,0.67453125
24,1.097177493274212,0.63703125
25,0.9990253469347954,0.74296875
26,1.1045726591348648,0.61828125
27,1.0202465498447417,0.730625
28,1.0515489870309829,0.6884375
29,1.1432838124036788,0.57484375
30,1.0361695531010628,0.7009375
