round,loss,accuracy
0,1.3871505033142415,0.2288329519450801
1,1.2545591495493549,0.41723874904652936
2,1.1227120342007308,0.6292906178489702
3,1.3076393380590652,0.41418764302059496
4,1.1166364115490248,0.6193745232646835
5,1.1347852877130225,0.5987795575896262
6,1.0847426166432583,0.6514111365369947
7,1.119085196954071,0.6147978642257819
8,1.1201054611613421,0.6178489702517163
9,1.0663768905069335,0.6674294431731502
10,1.0726665042903385,0.665903890160183
11,1.0841605479620868,0.6559877955758963
12,1.0637682471722705,0.6704805491990846
13,1.0655569910184743,0.6735316552250191
14,1.1984048169774013,0.5385202135774219
15,1.070752089301836,0.6681922196796338
16,1.2105272978339643,0.520976353928299
17,1.0712535357675328,0.665903890160183
18,1.081277863293727,0.6567505720823799
19,1.061065529794933,0.6788710907704043
20,1.050104612616707,0.6903127383676583
21,1.0464483111255685,0.6941266209000763
22,1.067092716557483,0.6704805491990846
23,1.0402758370638803,0.7048054919908466
24,1.047066236797132,0.6933638443935927
25,1.070548583495535,0.6712433257055682
26,1.0446663222905792,0.6964149504195271
27,1.0413179055686037,0.6971777269260107
28,1.037486241483943,0.7048054919908466
29,1.0702056550143058,0.6689549961861174
30,1.0439831495830614,0.6971777269260107
